爱的勇气
古剑奇谭 电视原声带
中国好声音第三季 第3期
小时代3 电影原声带
古剑奇谭 电视原声带
生来彷徨
想你的夜(2012新版)
安静
中国好声音第三季 第6期+复活赛
中国好声音第三季 第4期
心花路放 电影原声带
老男孩之猛龙过江 电影原声
偏执面
中国好声音第三季 第2期
青蛙也会变王子
中国好声音第三季 第4期
2014最美和声 第10期
中国好声音第三季 第6期+复活赛
中国好声音第三季 第2期
平凡之路(电影《后会无期》主题曲)
中国好声音第三季 第3期
我为歌狂第二季 第8期
在线热搜（华语）系列86
2014最美和声 第9期
我为歌狂第二季 第8期
中国好声音第三季 第3期
我为歌狂第二季 第10期
阿妈的奶茶
2014最美和声 第8期
敢爱敢当
小时代3 电影原声带
2014最美和声 第7期
2014最美和声 第9期
不解释亲吻
爱情回来了 电视原声带
Walk Together Live 2012台北小巨蛋演唱会
爱我就跟我走
我为歌狂第二季 第10期
2014最美和声 第8期
Fresh Game
2014最美和声 第2期
2014最美和声 第5期
步步 自选作品辑 the Best of 1999-2013
那些和我们打过招呼的爱情
不如吃茶去
在线热搜（华语）系列86
2014最美和声 第2期
节拍崛起
Break It Down
偏执面
偏执面
如果以后 不会是朋友
在线热搜（华语）系列86
渺小
不解释亲吻
等一个人咖啡 电影原声带
岁月这把刀
握着未来的手∞点头
小时代3 电影原声带
酒干倘卖无
2014最美和声 第2期
2014最美和声 第5期
Jane Z 2011 Live 我的模样演唱会
天旋地转
偏执面
等一个人咖啡 电影原声带
情歌好听却难唱
第七感
第10个王心凌
我是歌手 双年巅峰会
偏执面
敢爱敢当
在线热搜（华语）系列86
模特
西海情歌
海龟先生
不能说出口的诺言
金玉良缘 电视原声带
我是歌手 双年巅峰会
2014最美和声 第3期
第10个王心凌
回到爱开始的地方 电影原声带
我是歌手 双年巅峰会
2014最美和声 第2期
在线热搜（华语）系列85
爱得伤痕累累
Baby别放手
青春常驻
由我们主宰
2014最美和声 第7期
坏姐姐
2014最美和声 第6期
在线热搜（华语）系列84
老男孩之猛龙过江 电影原声
上瘾
拾伍重唱集
李烁精选
跨年演唱会2013-2014 华语篇
我是歌手第二季 总决赛
不朽之名曲 第5期
我是歌手 双年巅峰会
梅洛斯之路
爱的音符
After Leaving
同桌的你
在线热搜（华语）系列63
我是歌手第二季 总决赛
宫锁连城 电视原声带
金玉良缘 电视原声带
2014最美和声 第1期
Timing
2014年央视元宵晚会
魔法城堡
我爱好声音 第6期
我是歌手第二季 总决赛
我是歌手第二季 总决赛
我是歌手第二季 总决赛
爱我请留言
2014最美和声 第1期
寻人启事
守望
一点一滴
我的要求不算高
菲爱不可
起跑 · 河岸留言You Rock－独立音乐未来模型2013音乐合辑3
Beautiful Light
S.M. THE BALLAD Vol. 2 - Breath (Chinese Version)
我是歌手第二季 总决赛
我是歌手第二季 半决赛
中国好歌曲 总决赛
倍儿爽
我是歌手第二季 第8期
我是歌手第二季 第8期
不朽之名曲 第3期
rice &amp; shine
危险世界
我是歌手第二季 第9期
我是歌手第二季 第8期
我是歌手第二季 半决赛
步步惊情 电视原声带
不朽之名曲 第1期
不朽之名曲 第2期
中国好歌曲 第10期
不朽之名曲 第2期
我是歌手第二季 半决赛
2014央视春晚
2014年央视元宵晚会
莫旭秋 秋水伊人演唱会
牵着手一起走
花一开就相爱
莫旭秋 秋水伊人演唱会
莫旭秋 秋水伊人演唱会
渺小
克卜勒
爱为她
莫旭秋 秋水伊人演唱会
Black Magic
莫旭秋 秋水伊人演唱会
全是爱
浅草上
莫旭秋 秋水伊人演唱会
大人中
莫旭秋 秋水伊人演唱会
红土情
莫旭秋 秋水伊人演唱会
我是歌手第二季 第9期
安和桥北
我是歌手第二季 第10期
我是歌手第二季 第10期
我是歌手第二季 第10期
爱过的你还在我心里
马航去的地方
热情如火
不朽之名曲 第3期
渺小
我是歌手第二季 突围赛
岁月这把刀
瑶妹传情
温习
渺小
Beautiful Light
Stay
快乐天堂 滚石30演唱会
快乐天堂 滚石30演唱会
快乐天堂 滚石30演唱会
克卜勒
快乐天堂 滚石30演唱会
快乐天堂 滚石30演唱会
快乐天堂 滚石30演唱会
快乐天堂 滚石30演唱会
快乐天堂 滚石30演唱会
无·果
快乐天堂 滚石30演唱会
金钟奖中国音超 第3期
我是歌手第二季 第3期
倾听 张靓颖
无·果
金钟奖中国音超 第7期
梦想星搭档 第七期
梦想星搭档 第3期
我是歌手第二季 第7期
我是歌手第二季 第7期
我是歌手第二季 第7期
梦想星搭档 第4期
危险世界
步步 自选作品辑 the Best of 1999-2013
梦想星搭档 第3期
梦想星搭档 第七期
我是歌手第二季 第6期
梦想星搭档 第1期
中国好歌曲 第7期
我是歌手第二季 第7期
金钟奖中国音超 第1期
梦想星搭档 第1期
梦想星搭档 第五期
爸爸去哪儿 大电影
我是歌手第二季 第6期
梦想星搭档 第五期
我是歌手第二季 第7期
云菲菲新歌速递
G.E.M.X.X.X. Live
G.E.M.X.X.X. Live
G.E.M.X.X.X. Live
G.E.M.X.X.X. Live
破水而出
我是歌手第二季 第3期
我是歌手第二季 第3期
金钟奖中国音超 第2期
中国好歌曲 第9期
金钟奖中国音超 第1期
梦想星搭档 第1期
梦想星搭档 第3期
我是歌手第二季 第6期
最美和声第一季 总决赛
中国好歌曲 总决赛
中国好歌曲 第2期
中国好歌曲 第6期
中国好歌曲 第8期
中国好歌曲 第1期
最美和声第一季 总决赛
最美和声第一季 总决赛
我是歌手第二季 第3期
中国好歌曲 第9期
中国好歌曲 第8期
春天音乐作品集
国色天香 第1期
恰是你的温柔
国色天香 第1期
国色天香 第1期
最美和声第一季 第7期
我是歌手第二季 第2期
中国好歌曲 第7期
我是歌手第二季 第1期
我是歌手第二季 第1期
矜持
一个人的样子
全能星战 总决赛第二场
全能星战 总决赛第二场
我是歌手第二季 第2期
我是歌手第二季 第1期
中国好歌曲 第7期
我是歌手第二季 第2期
我是歌手第二季 第2期
中国好歌曲 第2期
桃花源
我是歌手第二季 第2期
我是歌手第二季 第2期
中国好声音第二季 第7期
我是歌手第二季 第1期
最美和声第一季 总决赛
我为歌狂 第10期
忘不了你
无尽闪亮的哀愁
全能星战 第9期 复活赛
仲夏之呱
全世界都闭上了眼睛
时间的歌
歌者2 - 逆风成歌
全能星战 第10期 踢馆赛
全能星战 第9期 复活赛
大稻埕 电影原声带
最美和声第一季 总决赛
全能星战 总决赛第一场
隋唐英雄 电视原声带
全能星战 第9期 复活赛
全能星战 第7期 制作人之夜
真实的模样
步步 自选作品辑 the Best of 1999-2013
渺小
全能星战 总决赛第一场
狮子山下演唱会
华纳 最靓声之选LPCD
单曲 - 点亮智慧人生
太歌
爱的承诺
非常幸运 电影原声带
爱你胜过爱我自己
渺小
太阳巡回演唱会Immortal Tour影音记录
诺亚方舟 世界巡回演唱会
步步惊情 电视原声带
第八期 巨星之夜
第六期 流行节奏之夜
分手后不要做朋友
我忘了
2 her
第六期 流行节奏之夜
Say The Words 我为你歌唱
渺小
爱的时刻自选辑
第五期 民谣之夜
最美和声第一季 第10期
第一期 摇滚之夜
是否
第一期 摇滚之夜
全能星战 第4期 戏曲之夜
全能星战 第4期 戏曲之夜
最美和声第一季 第10期
第二期 民歌之夜
第二期 民歌之夜
最牛幸福年
第七感
最美和声第一季 第13期
辣妈正传 电视原声带
最美和声第一季 第13期
最美和声第一季 第11期
第三期 爵士之夜
无所不在
2 her
敏感者
真的假的
恨不起
1/2的我
全能星战 第4期 戏曲之夜
咱们结婚吧 电视原声带
生来彷徨
咱们结婚吧 电视原声带
生来彷徨
悄悄告诉你
莫后年代 莫文蔚20周年世纪典藏
2009年5月新歌速递 2
春分 立秋 冬至
快乐男声2013 热血复活战
中国梦之声高温慰问演出
爸爸去哪儿 电视原声带
生如夏花
男人歌
下一个永远
XOXO Repackage Hug Ver. (中文版)
咱们结婚吧 电视原声带
爱的力量 10年情歌最精选
Graceland 恩赐之地
跟往事干杯
男人好难
第五期 民谣之夜
中国好声音第二季 第12期
夸父音乐系列-被遗忘的时光
火火中国风
那是我们回不去的从前
天神传 电影原声带
戒了爱情戒了你
STAR
